Version 1.2 - 2015 Thermoelectric Water Use Model Estimates,,,,,,,,,,,,,,,,,,,
Data release:  https://www.sciencebase.gov/catalog/item/5f63be9a82ce38aaa23b0739,,,,,,,,,,,,,,,,,,,
EIA_PLANT_ID,PLANT_NAME,COUNTY,STATE,NAME_OF_WATER_SOURCE,LATITUDE,LONGITUDE,ELEVATION,COMID,COOLING_TYPE,GENERATION_TYPE,WATER_SOURCE_CODE,WATER_TYPE_CODE,WITHDRAWAL,CONSUMPTION,MIN_WITHDRAWAL,MAX_WITHDRAWAL,MIN_CONSUMPTION,MAX_CONSUMPTION,NET_GENERATION
2187,J E Corette Plant,Yellowstone,MT,Yellowstone River,45.77570465,-108.4813495,3110,4342876,ONCE-THROUGH FRESH,COAL,SW,FR,13.6,0.13,6.15,105,0.1,0.15,"152,834"
2226,Canaday,Gosper,NE,Tri-County Supply Canal,40.6943063,-99.70133685,2370,7261147,ONCE-THROUGH FRESH,GAS STEAM,SW,FR,0.28,0,0.13,2.23,0,0.01,"4,124"
2240,Lon Wright,Dodge,NE,Wells,41.42772916,-96.46215654,1180,17264353,RECIRCULATING TOWER,COAL,GW,FR,1,0.72,0.65,1.79,0.7,0.76,"423,587"
2277,Sheldon,Lancaster,NE,Wells,40.55981636,-96.78435938,1440,17405987,RECIRCULATING TOWER,COAL,GW,FR,1.9,1.36,1.22,3.4,1.32,1.44,"969,633"
2289,Fort Calhoun,Washington,NE,Missouri River,41.52095659,-96.07691537,1000,17215844,ONCE-THROUGH FRESH,NUCLEAR,SW,FR,319,3.55,144,2480,2.77,4.33,"3,523,957"
2291,North Omaha,Douglas,NE,Missouri River,41.330049,-95.94586313,990,17219446,ONCE-THROUGH FRESH,COAL,SW,FR,257,3.08,116,2000,2.4,3.76,"3,095,082"
2322,Clark (NVE),Clark,NV,Municipality,36.087463,-115.0513812,1680,22070044,RECIRCULATING TOWER,NGCC,PD,BE,1.06,0.75,0.61,2.28,0.67,0.96,"602,429"
2324,Reid Gardner,Clark,NV,Wells/Muddy River,36.65614045,-114.6324919,1590,20624280,RECIRCULATING TOWER,COAL,SW,BE,1.17,0.83,0.68,2.5,0.74,1.06,"397,539"
2330,Fort Churchill,Lyon,NV,Wells,39.12807052,-119.1320527,4320,10736769,RECIRCULATING POND,GAS STEAM,GW,FR,0,0,0,0,0,0,"308,121"
2336,Tracy,Storey,NV,Wells,39.56329486,-119.5232795,4280,8932630,COMPLEX,COMPLEX,GW,FR,0.36,0.36,0,0.42,0.31,0.49,"3,302,041"
2364,Merrimack,Merrimack,NH,Merrimack River,43.14141429,-71.4688028,210,6742050,ONCE-THROUGH FRESH,COAL,SW,FR,70.8,0.55,32,543,0.43,0.67,"790,627"
2367,Schiller,Rockingham,NH,Piscataqua River,43.09749226,-70.78384169,0,5846414,ONCE-THROUGH SALINE,COMPLEX,SW,SA,56.7,0,48.8,122,0,0,"473,657"
2378,B L England,Cape May,NJ,Great Egg Harbor Bay,39.29052637,-74.63415843,5,9437021,COMPLEX,COMPLEX,SW,SA,14,0.01,0.01,29.6,0,0.02,"145,732"
2388,Oyster Creek,Ocean,NJ,Barnegat Bay,39.8143146,-74.20566453,0,9444843,ONCE-THROUGH SALINE,NUCLEAR,SW,SA,562,0,468,1170,0,0,"5,258,829"
2393,Gilbert,Hunterdon,NJ,Delaware River,40.56653062,-75.16123539,140,2588493,RECIRCULATING TOWER,NGCC,SW,FR,0.07,0.05,0.04,0.12,0.05,0.05,"28,749"
2398,Bergen Generating Station,Bergen,NJ,Bergen County Utility Authorit,40.83915271,-74.0246345,2,6254174,RECIRCULATING TOWER,NGCC,PD,BE,5.23,3.74,3.33,9.73,3.61,4.12,"5,713,380"
2403,PSEG Hudson Generating Station,Hudson,NJ,Hackensack River,40.7475514,-74.07237112,0,6251364,ONCE-THROUGH SALINE,COMPLEX,SW,SA,49.3,0,41.7,104,0,0,"345,421"
2406,PSEG Linden Generating Station,Union,NJ,Linden Roselle Sewage Authorit,40.62121599,-74.20703675,10,6261640,RECIRCULATING TOWER,NGCC,PD,BE,5.64,4.03,3.6,10.5,3.91,4.43,"7,532,792"
2408,PSEG Mercer Generating Station,Mercer,NJ,Delaware River,40.17885808,-74.73385199,10,4481763,ONCE-THROUGH FRESH,COMPLEX,SW,FR,29.3,0.24,13.2,225,0.19,0.29,"265,550"
2410,PSEG Salem Generating Station,Salem,NJ,Delaware River,39.46252062,-75.53489612,0,24903630,ONCE-THROUGH SALINE,NUCLEAR,SW,SA,1900,0,1580,3960,0,0,"18,593,574"
2411,PSEG Sewaren Generating Station,Middlesex,NJ,Arthur Kill River,40.55598668,-74.24655309,0,26432074,ONCE-THROUGH SALINE,GAS STEAM,SW,SA,1.96,0,1.59,3.97,0,0,"3,142"
2442,Four Corners,San Juan,NM,SAN JUAN RIVER/MORGAN LAKE,36.68975515,-108.4809874,5350,16968628,RECIRCULATING POND,COAL,SW,FR,9.69,9.69,7.71,11.7,7.71,11.7,"10,172,252"
2444,Rio Grande,Dona Ana,NM,Wells,31.80499913,-106.5477553,3740,2539833,RECIRCULATING TOWER,GAS STEAM,GW,FR,1.35,0.96,0.84,2.65,0.91,1.12,"523,299"
2446,Maddox,Lea,NM,Wells,32.7145511,-103.3016069,3750,5648797,RECIRCULATING TOWER,GAS STEAM,GW,FR,0.77,0.55,0.49,1.5,0.53,0.64,"360,588"
2450,Reeves,Bernalillo,NM,Wells,35.17163994,-106.6012087,5100,17806854,RECIRCULATING TOWER,GAS STEAM,GW,FR,0.38,0.27,0.24,0.74,0.26,0.32,"131,856"
2451,San Juan,San Juan,NM,San Juan River,36.80233679,-108.4384965,5300,17001804,RECIRCULATING TOWER,COAL,SW,FR,18.7,13.4,11.8,35.4,12.8,15,"9,007,455"
2454,Cunningham,Lea,NM,Wells,32.71428797,-103.354426,3800,20742148,RECIRCULATING TOWER,GAS STEAM,GW,FR,1.37,0.98,0.88,2.69,0.96,1.14,"682,804"
2465,Animas,San Juan,NM,Animas River,36.7248929,-108.1917945,5321,17016187,RECIRCULATING TOWER,NGCC,SW,-nr-,0.08,0.06,0.05,0.15,0.05,0.07,"49,414"
2480,Danskammer Generating Station,Orange,NY,Hudson River,41.57317554,-73.96478375,5,6212808,ONCE-THROUGH FRESH,GAS STEAM,SW,SA,3.27,0.04,1.47,25.6,0.03,0.05,"34,515"
2490,Arthur Kill Generating Station,Richmond,NY,Arthur Kill,40.59155367,-74.20011429,0,6261866,ONCE-THROUGH SALINE,GAS STEAM,SW,SA,108,0,88.5,221,0,0,"1,050,273"
2493,East River,New York,NY,East River,40.72782213,-73.97324323,0,26408400,ONCE-THROUGH SALINE,GAS STEAM,SW,SA,71.9,0,59.8,150,0,0,"695,413"
2497,Indian Point 2,Westchester,NY,Hudson River,41.27056073,-73.95143273,0,6229110,ONCE-THROUGH SALINE,NUCLEAR,SW,SA,984,0,824,2060,0,0,"8,811,875"
2500,Ravenswood,Queens,NY,East River,40.75911735,-73.94546238,0,26408400,COMPLEX,COMPLEX,SW,SA,342,0,0,652,0,0,"4,779,495"
2511,E F Barrett,Nassau,NY,Barnum Island Channel,40.61632546,-73.64793263,0,-999,ONCE-THROUGH SALINE,GAS STEAM,SW,SA,126,0,105,263,0,0,"1,429,234"
2516,Northport,Suffolk,NY,Long Island Sound,40.92318463,-73.34290122,0,9509872,ONCE-THROUGH SALINE,GAS STEAM,SW,SA,260,0,217,543,0,0,"3,053,320"
2517,Port Jefferson,Suffolk,NY,Long Island Sound,40.94998159,-73.07839711,0,9509844,ONCE-THROUGH SALINE,GAS STEAM,SW,SA,38.8,0,32.6,81.5,0,0,"398,167"
2535,Cayuga Operating Company,Tompkins,NY,Cayuga Lake,42.60185787,-76.6346092,384,21980363,ONCE-THROUGH FRESH,COAL,SW,FR,50.7,0.46,23.1,381,0.36,0.57,"531,521"
2539,Bethlehem Energy Center,Albany,NY,Hudson River,42.59433016,-73.76323114,14,6186236,RECIRCULATING TOWER,NGCC,SW,FR,3.4,2.43,2.19,6.15,2.38,2.61,"5,152,718"
2549,C R Huntley Generating Station,Erie,NY,Niagara River,42.97024192,-78.93125792,571.5551181,15569803,ONCE-THROUGH FRESH,COAL,SW,FR,38.5,0.41,17.3,298,0.32,0.5,"387,114"
2554,Dunkirk Generating Plant,Chautauqua,NY,Lake Erie,42.49106731,-79.34683412,581,9840316,ONCE-THROUGH FRESH,COAL,SW,FR,45.9,0.44,20.9,344,0.34,0.54,"439,947"
2589,Nine Mile Point Nuclear Station,Oswego,NY,Lake Ontario,43.52158862,-76.40716109,261,21624225,COMPLEX,NUCLEAR,SW,FR,504,4.66,15.2,3780,3.63,18.2,"15,998,076"
2594,Oswego Harbor Power,Oswego,NY,Lake Ontario,43.45878192,-76.53170238,253,21632367,ONCE-THROUGH FRESH,OIL,SW,FR,7.01,0.06,3.18,52.6,0.05,0.08,"69,262"
2625,Bowline Point,Rockland,NY,Hudson River,41.20551947,-73.96690994,3,6228348,ONCE-THROUGH SALINE,GAS STEAM,SW,SA,140,0,116,291,0,0,"1,447,630"
2682,S A Carlson,Chautauqua,NY,Chadakoin River,42.09355194,-79.24778483,1317,15445117,COMPLEX,GAS STEAM,SW,FR,0.08,0.02,0.01,8.78,0.01,0.02,"52,530"
2706,Asheville,Buncombe,NC,Lake Julian (Powell Creek),35.47156279,-82.54171145,2173,22165394,ONCE-THROUGH FRESH,COAL,SW,FR,155,1.68,70.5,1160,1.31,2.05,"1,438,500"
2712,Roxboro,Person,NC,Hyco Lake (Hyco River),36.48363556,-79.07286106,430,8701445,COMPLEX,COAL,SW,FR,622,9.64,2.84,4570,5.05,11.04,"9,248,994"
2718,G G Allen,Gaston,NC,Lake Wylie,35.18987166,-81.0086518,567,9756896,ONCE-THROUGH FRESH,COAL,SW,FR,155,1.65,70.8,1140,1.29,2.02,"1,656,996"
2720,Buck,Rowan,NC,Yadkin River,35.71340249,-80.37654483,635,9223641,RECIRCULATING TOWER,NGCC,SW,FR,3.53,2.52,2.28,6.29,2.47,2.66,"4,975,897"
2721,James E. Rogers Energy Complex,Cleveland,NC,Broad River,35.21985545,-81.75900836,684,12035539,RECIRCULATING TOWER,COAL,SW,FR,6.61,4.72,4.23,12,4.58,5.07,"4,082,513"
2723,Dan River,Rockingham,NC,Dan River,36.48624943,-79.72082157,516,8677727,RECIRCULATING TOWER,NGCC,SW,FR,3.34,2.38,2.16,5.95,2.34,2.52,"4,551,455"
2727,Marshall (NC),Catawba,NC,Lake Norman,35.59738571,-80.96459392,760,9751108,ONCE-THROUGH FRESH,COAL,SW,FR,581,5.78,265,4310,4.51,7.05,"7,658,910"
2790,R M Heskett,Morton,ND,Missouri River,46.86713389,-100.8843166,1658,14523607,ONCE-THROUGH FRESH,COAL,SW,-nr-,49.8,0.58,22.4,387,0.45,0.7,"500,630"
2817,Leland Olds,Mercer,ND,Missouri River,47.28098411,-101.3206859,1703,14518609,ONCE-THROUGH FRESH,COAL,SW,FR,282,3.17,127,2190,2.47,3.87,"3,581,670"
2823,Milton R Young,Oliver,ND,Nelson Lake,47.06634333,-101.2141687,1962,14519747,ONCE-THROUGH FRESH,COAL,SW,FR,439,5.15,200,3280,4.02,6.28,"4,902,363"
2824,Stanton,Mercer,ND,Missouri River,47.2867843,-101.3321331,1685,14519595,ONCE-THROUGH FRESH,COAL,SW,FR,75.6,0.86,34,587,0.67,1.05,"1,071,694"
2828,Cardinal,Jefferson,OH,Ohio River,40.25203144,-80.64871855,671,19453105,COMPLEX,COAL,SW,FR,424,7.87,2.95,3260,3.54,9.42,"8,835,500"
2832,Miami Fort,Hamilton,OH,Ohio River,39.11222785,-84.80304855,491,3410051,COMPLEX,COAL,SW,FR,40.2,8.09,7.02,226,0.23,8.24,"6,605,083"
2835,FirstEnergy Ashtabula,Ashtabula,OH,Lake Erie,41.908719,-80.770161,606,9842358,ONCE-THROUGH FRESH,COAL,SW,FR,8.33,0.06,3.77,63.5,0.05,0.07,"94,987"
2836,Avon Lake,Lorain,OH,Lake Erie,41.5043048,-82.0549438,596,28125104,ONCE-THROUGH FRESH,COAL,SW,FR,222,2.25,101,1650,1.76,2.75,"2,753,681"
2837,FirstEnergy Eastlake,Lake,OH,Lake Erie,41.67120373,-81.44339104,575,28123876,ONCE-THROUGH FRESH,COAL,SW,FR,51.5,0.38,23.3,393,0.3,0.47,"601,475"
2838,FirstEnergy Lake Shore,Cuyahoga,OH,Lake Erie,41.53530903,-81.64236881,579,28123868,ONCE-THROUGH FRESH,COAL,SW,FR,5.95,0.05,2.69,45.2,0.04,0.06,"61,810"
2840,Conesville,Coshocton,OH,Muskingum River,40.18446966,-81.88056799,743,15379411,RECIRCULATING TOWER,COAL,SW,FR,9.28,6.63,5.9,16.4,6.39,6.96,"5,168,266"
2850,J M Stuart,Adams,OH,Ohio River,38.6368191,-83.69336962,518,1922224,COMPLEX,COAL,SW,FR,564,10,3.01,4360,5.2,11.6,"9,849,064"
2866,FirstEnergy W H Sammis,Jefferson,OH,Ohio River,40.53159188,-80.63161563,683,3821343,ONCE-THROUGH FRESH,COAL,SW,FR,749,8.74,337,5840,6.82,10.7,"8,843,344"
2872,Muskingum River,Washington,OH,Muskingum River,39.59107278,-81.68032157,647,15383211,ONCE-THROUGH FRESH,COAL,SW,FR,111,0.95,50.1,854,0.74,1.16,"1,479,588"
2876,Kyger Creek,Gallia,OH,Ohio River,38.91492996,-82.12840882,575,19443471,ONCE-THROUGH FRESH,COAL,SW,FR,290,3.34,131,2260,2.61,4.08,"3,681,044"
2878,FirstEnergy Bay Shore,Lucas,OH,Lake Erie,41.69161895,-83.43812213,580,30726962,ONCE-THROUGH FRESH,COAL,SW,FR,124,1.24,56.4,923,0.97,1.52,"1,088,815"
2914,Dover,Tuscarawas,OH,Tuscarawas River,40.520701,-81.467753,876,19390250,ONCE-THROUGH FRESH,COAL,SW,-nr-,7.31,0.08,3.29,56.7,0.06,0.09,"45,615"
2935,Orrville,Wayne,OH,Municipality,40.8507566,-81.76575577,1021,19387952,RECIRCULATING TOWER,COAL,-nr-,-nr-,0.67,0.48,0.43,1.21,0.46,0.51,"221,087"
2936,Painesville,Lake,OH,Man Made Pond,41.72644889,-81.2540061,639,9848311,RECIRCULATING TOWER,COAL,-nr-,-nr-,0.03,0.02,0.02,0.06,0.02,0.02,"9,387"
2951,Horseshoe Lake,Oklahoma,OK,Horseshoe Lake,35.50839398,-97.17973244,1072,414171,COMPLEX,GAS STEAM,SW,FR,0.91,0.79,0.26,2.14,0,1.53,"376,786"
2952,Muskogee,Muskogee,OK,Arkansas River,35.76122903,-95.28841496,513,381680,RECIRCULATING TOWER,COAL,SW,FR,9.47,6.77,6.13,16.9,6.65,7.16,"4,626,240"
2953,Mustang,Canadian,OK,Municipality,35.47027431,-97.67497331,1236,393414,RECIRCULATING TOWER,GAS STEAM,SW,FR,0.26,0.19,0.17,0.47,0.19,0.2,"114,536"
2956,Seminole (OK),Seminole,OK,South Canadian River/ Wells,34.96650816,-96.72565186,949,6030412,ONCE-THROUGH FRESH,GAS STEAM,SW,FR,154,1.77,70.2,1140,1.38,2.16,"1,569,654"
2963,Northeastern,Rogers,OK,Verdigris River,36.42621328,-95.70008766,641,832872,RECIRCULATING TOWER,COMPLEX,SW,FR,12.7,9.05,8.17,22.6,8.85,9.58,"8,097,406"
2964,Southwestern,Caddo,OK,Municipality,35.10159565,-98.35202444,1244,682629,RECIRCULATING TOWER,GAS STEAM,SW,FR,0.86,0.61,0.55,1.56,0.6,0.66,"284,767"
2965,Tulsa,Tulsa,OK,Arkansas River,36.11648523,-95.99142357,625,368125,RECIRCULATING TOWER,GAS STEAM,SW,FR,0.67,0.48,0.44,1.2,0.47,0.51,"223,590"
3000,Boomer Lake Station,Payne,OK,Boomer Lake,36.14377331,-97.06754659,919,492652,ONCE-THROUGH FRESH,GAS STEAM,SW,-nr-,0.19,0,0.08,1.36,0,0,"1,134"
3006,Anadarko Plant,Caddo,OK,Lake,35.08467512,-98.23033804,1181,683473,RECIRCULATING TOWER,COMPLEX,SW,FR,0.86,0.62,0.56,1.55,0.6,0.66,"722,963"
3008,Mooreland,Woodward,OK,Wells,36.43720356,-99.2248793,1893,389600,RECIRCULATING TOWER,GAS STEAM,GW,FR,0.83,0.59,0.53,1.48,0.58,0.63,"403,018"
3096,Brunot Island,Allegheny,PA,Ohio River,40.46421631,-80.04305512,732,3824135,RECIRCULATING TOWER,NGCC,SW,FR,0.18,0.13,0.12,0.33,0.13,0.14,"97,187"
3118,Conemaugh,Indiana,PA,Conemaugh River,40.38453613,-79.06033126,1089,4754980,RECIRCULATING TOWER,COAL,SW,FR,18.1,12.9,11.6,32.9,12.6,13.9,"11,146,976"
3122,Homer City Generating Station,Indiana,PA,Two Lick Creek,40.51264396,-79.19577165,1200,4752280,RECIRCULATING TOWER,COAL,SW,FR,16,11.5,10.3,29.3,11.1,12.4,"9,036,684"
3130,Seward (PA),Indiana,PA,Conemaugh River,40.40625805,-79.03347869,1097,4754926,RECIRCULATING TOWER,COAL,SW,FR,3.19,2.28,2.05,5.81,2.22,2.46,"1,682,435"
3131,Shawville,Clearfield,PA,Susquehanna River,41.06711913,-78.36584826,1058,4672489,ONCE-THROUGH FRESH,COAL,SW,FR,80.6,0.78,36.3,622,0.61,0.95,"916,991"
3136,Keystone,Armstrong,PA,Crooked Creek,40.65968579,-79.3406384,1002,4741899,RECIRCULATING TOWER,COAL,SW,FR,15.8,11.3,10.1,28.9,10.9,12.2,"9,514,762"
3138,New Castle Plant,Lawrence,PA,Beaver River,40.93807984,-80.36850383,780,19463874,ONCE-THROUGH FRESH,COAL,SW,FR,28,0.3,12.6,217,0.24,0.37,"317,344"
3140,Brunner Island,York,PA,Susquehanna River,40.09621574,-76.69600459,286,4722211,ONCE-THROUGH FRESH,COAL,SW,FR,380,4.12,171,2950,3.21,5.03,"4,850,745"
3148,TalenEnergy Martins Creek,Northampton,PA,Delaware River,40.79795942,-75.10597136,245,2588401,RECIRCULATING TOWER,GAS STEAM,SW,FR,8.91,6.36,5.79,15.7,6.28,6.64,"4,230,335"
3149,TalenEnergy Montour,Montour,PA,Susquehanna River,41.07041564,-76.66471929,538,8151995,RECIRCULATING TOWER,COAL,SW,FR,10.9,7.76,6.84,19.8,7.42,8.38,"6,644,098"
3161,Eddystone Generating Station,Delaware,PA,Delaware River,39.85933163,-75.32424129,8,4496238,ONCE-THROUGH FRESH,COMPLEX,SW,FR,27.7,0.39,12.4,218,0.31,0.48,"189,560"
3166,Peach Bottom,York,PA,Susquehanna River,39.75922249,-76.26877762,153,4726523,COMPLEX,NUCLEAR,SW,FR,1860,20.9,26.5,15400,15.5,31.3,"19,858,302"
3176,Hunlock Power Station,Luzerne,PA,Susquehanna River,41.20146662,-76.06941712,535,2603121,ONCE-THROUGH FRESH,NGCC,SW,FR,35.6,0.38,16,276,0.29,0.46,"903,508"
3236,Manchester Street,Providence,RI,Providence River,41.81594668,-71.40430578,0,6134059,ONCE-THROUGH SALINE,NGCC,SW,SA,85.1,0,70.8,177,0,0,"1,912,120"
3251,H B Robinson,Darlington,SC,Lake Robinson,34.40278451,-80.15830483,226,9177416,ONCE-THROUGH FRESH,COMPLEX,SW,FR,590,6.33,269,4370,4.94,7.72,"5,723,722"
3264,W S Lee,Anderson,SC,Saluda River,34.60249204,-82.43522493,678,9868678,COMPLEX,GAS STEAM,SW,FR,7.11,0.14,0.16,69.5,0.1,0.18,"88,390"
3265,Oconee,Oconee,SC,Keowee River,34.79416609,-82.8986391,815,11749987,ONCE-THROUGH FRESH,NUCLEAR,SW,FR,1930,25.1,868,15100,19.6,30.7,"21,939,740"
3287,McMeekin,Lexington,SC,Lake Murray,34.05581823,-81.21719426,207,9869590,ONCE-THROUGH FRESH,COMPLEX,SW,FR,84.4,0.88,38.6,623,0.69,1.07,"939,695"
3295,Urquhart,Aiken,SC,Savannah River,33.43440674,-81.91098312,147,22724031,ONCE-THROUGH FRESH,COMPLEX,SW,FR,79.6,1.06,35.7,624,0.83,1.29,"1,932,204"
3297,Wateree,Richland,SC,Wateree River,33.82664565,-80.62247343,109,9721507,COMPLEX,COAL,SW,FR,6.32,4.52,4.11,10.66,3.7,4.77,"3,198,891"
3298,Williams,Berkeley,SC,Back River Reservoir,33.01578682,-79.92941829,12,9643641,COMPLEX,COAL,SW,FR,256,3.6,4.38,2030,2.8,4.99,"3,734,928"
3393,Allen Steam Plant,Shelby,TN,Mississippi River,35.07405585,-90.14870608,241,7474836,ONCE-THROUGH FRESH,COAL,SW,FR,265,3.55,119,2080,2.77,4.33,"3,129,703"
3396,Bull Run,Anderson,TN,Clinch River,36.02045107,-84.15689458,813,22124076,ONCE-THROUGH FRESH,COAL,SW,FR,173,1.79,77.7,1340,1.4,2.18,"2,487,210"
3399,Cumberland,Stewart,TN,Cumberland River,36.390316,-87.65265271,433,11884358,ONCE-THROUGH FRESH,COAL,SW,FR,1030,12.9,462,8040,10,15.7,"14,438,617"
3403,Gallatin (TN),Sumner,TN,Cumberland River,36.31533883,-86.40071029,466,18415917,ONCE-THROUGH FRESH,COAL,SW,FR,310,3.79,139,2420,2.96,4.63,"3,826,403"
3405,John Sevier,Hawkins,TN,Holston River,36.37632135,-82.96320363,1107,22178442,RECIRCULATING TOWER,NGCC,SW,FR,3.53,2.52,2.29,6.4,2.48,2.71,"4,769,048"
3406,Johnsonville,Humphreys,TN,Tennessee River,36.037969,-87.982311,391,10582213,ONCE-THROUGH FRESH,COAL,SW,FR,179,2.2,80.7,1400,1.72,2.69,"1,964,467"
3407,Kingston,Roane,TN,Clinch And Emory Rivers,35.89831101,-84.51884648,768,22125770,ONCE-THROUGH FRESH,COAL,SW,FR,331,3.99,149,2580,3.11,4.86,"3,857,821"
3441,Nueces Bay,Nueces,TX,Corpus Christi Ship Channel,27.8191202,-97.41938515,0,1636619,ONCE-THROUGH SALINE,NGCC,SW,SA,68.1,0,53.9,135,0,0,"1,553,835"
3443,Victoria,Victoria,TX,Wells and Guadalupe River,28.78797556,-97.01058671,55,1639225,COMPLEX,NGCC,GW & SW,FR,15.7,0.53,0.54,242,0.37,0.61,"812,300"
3452,Lake Hubbard,Dallas,TX,Lake Ray Hubbard,32.83664351,-96.54610057,455,1293054,ONCE-THROUGH FRESH,GAS STEAM,SW,FR,28.8,0.35,13.2,211,0.28,0.43,"285,692"
3453,Mountain Creek,Dallas,TX,Mountain Creek Lake,32.72351651,-96.93639689,474,1269878,ONCE-THROUGH FRESH,GAS STEAM,SW,FR,44.7,0.55,20.5,326,0.43,0.67,"406,251"
3456,Newman,El Paso,TX,Wells/Treated Municipal Waste,31.9835377,-106.4322265,4067,266745,RECIRCULATING TOWER,COMPLEX,GW,FR,4.59,3.28,2.84,9.1,3.08,3.86,"2,625,918"
3457,Lewis Creek,Montgomery,TX,Lewis Creek Reservoir,30.43579707,-95.52077443,272,1468340,RECIRCULATING POND,GAS STEAM,SW,FR,4.63,4.63,4.09,5.17,4.09,5.17,"2,227,087"
3459,Sabine,Orange,TX,Sabine Lake,30.02365801,-93.87597573,8,1115761,COMPLEX,GAS STEAM,SW,SA,375,1.49,1.37,743,0,1.56,"5,313,055"
3460,Cedar Bayou,Chambers,TX,Upper Galveston Bay,29.7501578,-94.92560879,27,1558944,ONCE-THROUGH SALINE,GAS STEAM,SW,SA,234,0,185,462,0,0,"2,342,859"
3464,Greens Bayou,Harris,TX,Lake Houston,29.82165736,-95.21940698,37,1439047,RECIRCULATING TOWER,GAS STEAM,SW,FR,0.22,0.16,0.14,0.39,0.15,0.17,"71,992"
3469,T H Wharton,Harris,TX,Water Wells,29.94146894,-95.53331744,121,1440207,RECIRCULATING TOWER,NGCC,GW,FR,1.1,0.78,0.72,1.93,0.78,0.82,"761,838"
3470,W A Parish,Fort Bend,TX,Smithers Lake,29.47872859,-95.6340143,71,3126488,COMPLEX,COMPLEX,SW,FR,20.6,16.9,8.52,28.27,5.57,24.55,"15,808,444"
3476,Knox Lee,Gregg,TX,Lake Cherokee,32.37670922,-94.64158697,289,5279694,ONCE-THROUGH FRESH,GAS STEAM,SW,FR,12.2,0.14,5.6,89.7,0.11,0.17,"102,487"
3477,Lone Star,Morris,TX,Ellison Creek Reserv,32.921532,-94.722821,269,1011724,ONCE-THROUGH FRESH,GAS STEAM,SW,-nr-,0.62,0.01,0.28,4.55,0.01,0.01,"5,531"
3478,Wilkes,Marion,TX,Johnson Creek Reserv,32.84799664,-94.54801562,299,1011742,COMPLEX,GAS STEAM,SW,FR,58.4,0.84,1.02,464,0.66,1.2,"663,797"
3482,Jones,Lubbock,TX,Municipality,33.52429972,-101.7395356,3178,13718567,RECIRCULATING TOWER,GAS STEAM,PD,BE,2.73,1.95,1.76,5.25,1.91,2.23,"1,423,162"
3484,Nichols,Potter,TX,Municipality,35.28346887,-101.7462934,3596,19983986,RECIRCULATING TOWER,GAS STEAM,PD,BE,0.97,0.69,0.61,1.82,0.67,0.77,"419,405"
3485,Plant X,Lamb,TX,Wells,34.1660815,-102.4108883,3675,13475967,RECIRCULATING TOWER,GAS STEAM,GW,FR,1.67,1.19,1.07,3.2,1.16,1.35,"778,114"
3490,Graham,Young,TX,Lake Graham,33.13487325,-98.61199862,1077,5494506,ONCE-THROUGH FRESH,GAS STEAM,SW,FR,19.7,0.24,9.03,144,0.18,0.29,"193,615"
3491,Handley,Tarrant,TX,Lake Arlington,32.72742768,-97.21850364,563,1269102,ONCE-THROUGH FRESH,GAS STEAM,SW,FR,51.6,0.65,23.7,376,0.51,0.79,"370,974"
3497,Big Brown,Freestone,TX,Fairfield Lake,31.82027079,-96.05586843,322,1455407,ONCE-THROUGH FRESH,COAL,SW,FR,692,8.01,316,5110,6.25,9.77,"7,629,351"
3504,Stryker Creek,Cherokee,TX,Stryker Creek Reservoir,31.93973041,-94.9899519,306,1150543,ONCE-THROUGH FRESH,GAS STEAM,SW,FR,15.3,0.18,7.02,112,0.14,0.22,"173,790"
3507,Trinidad (TX),Henderson,TX,Trinidad Lake,32.12483535,-96.10157354,286,1262643,RECIRCULATING POND,GAS STEAM,SW,FR,0,0,0,0,0,0,"37,957"
3548,Decker Creek,Travis,TX,Lake Walter E. Long,30.30383208,-97.6128777,564,5789866,ONCE-THROUGH FRESH,GAS STEAM,SW,FR,1.83,0.02,0.84,13.4,0.02,0.02,"556,843"
3559,Silas Ray,Cameron,TX,Rio Grande River,25.91281926,-97.52142651,34,626102,COMPLEX,NGCC,SW,FR,0.11,0.03,0.03,11.5,0.02,0.03,"24,175"
3576,Ray Olinger,Collin,TX,Lake Lavon,33.06804159,-96.45263848,519,1292390,ONCE-THROUGH FRESH,GAS STEAM,SW,FR,7.06,0.09,3.23,51.5,0.07,0.11,"55,546"
3601,Sim Gideon,Bastrop,TX,Lake Bastrop,30.14542351,-97.27048973,456,5789910,ONCE-THROUGH FRESH,GAS STEAM,SW,FR,29.3,0.35,13.4,214,0.27,0.42,"278,027"
3602,Ty Cooke,Lubbock,TX,Municipality,33.52122843,-101.7908481,3159,13718569,RECIRCULATING TOWER,GAS STEAM,-nr-,-nr-,0.16,0.11,0.1,0.31,0.11,0.13,"59,945"
3604,J Robert Massengale,Lubbock,TX,Municipality,33.6033715,-101.8410794,3205,13494837,RECIRCULATING TOWER,NGCC,-nr-,-nr-,0.05,0.03,0.03,0.09,0.03,0.04,"30,373"
3611,O W Sommers,Bexar,TX,San Antonio River,29.3076314,-98.32425489,492,10840882,ONCE-THROUGH FRESH,GAS STEAM,SW,FR,62.1,0.75,28.4,454,0.59,0.92,"517,210"
3612,V H Braunig,Bexar,TX,San Antonio River,29.25694776,-98.38218214,514,10840890,RECIRCULATING POND,GAS STEAM,SW,FR,0.03,0.03,0,0.07,0,0.07,"377,588"
